,CVE_ENT,CVE_MUN,POB
2411,32,010,240532.0
2412,32,026,17774.0
2413,32,005,45759.0
2414,32,020,59910.0
2415,32,013,6644.0
2416,32,009,10086.0
2417,32,018,4547.0
2418,32,022,19749.0
2419,32,023,12251.0
2420,32,019,25296.0
2421,32,017,211740.0
2422,32,015,1579.0
2423,32,014,20191.0
2424,32,041,2509.0
2425,32,042,63665.0
2426,32,043,1365.0
2427,32,044,16588.0
2428,32,045,8321.0
2429,32,046,6490.0
2430,32,030,2446.0
2431,32,032,13207.0
2432,32,056,149607.0
2433,32,047,5356.0
2434,32,048,27302.0
2435,32,049,32461.0
2436,32,050,10276.0
2437,32,051,34623.0
2438,32,058,2767.0
2439,32,008,13466.0
2440,32,007,12115.0
2441,32,006,8255.0
2442,32,004,4493.0
2443,32,003,2277.0
2444,32,054,19446.0
2445,32,055,31558.0
2446,32,053,13208.0
2447,32,001,6260.0
2448,32,002,4942.0
2449,32,039,64535.0
2450,32,038,72241.0
2451,32,057,20455.0
2452,32,040,21844.0
2453,32,037,17577.0
2454,32,036,44144.0
2455,32,035,16284.0
2456,32,016,23526.0
2457,32,021,4465.0
2458,32,052,19525.0
2459,32,025,13184.0
2460,32,034,27945.0
2461,32,012,8168.0
2462,32,033,4530.0
2463,32,031,8683.0
2464,32,029,23713.0
2465,32,028,2451.0
2466,32,011,3362.0
2467,32,027,2736.0
2468,32,024,53709.0
